age,bool_admin,bool_blue, bool_entrep, bool_housemaid,bool_management,bool_retired,bool_self, bool_services,bool_student, bool_tech, bool_unempl, bool_single, bool_married, bool_divorced,education, housing, loan, contact, month, day_of_week, duration, campaign, pdays, previous, bool_nonexistant, bool_fail, bool_success, empvarrate, conspriceidx, consconfidx, euribor, nremployed, class
34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,5,0,206,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,5,0,100,17,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,5,0,452,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
36,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,5,0,163,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
25,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,1,1,0,5,0,35,6,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1,0,0,5,0,96,8,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,5,0,119,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
34,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1,1,0,5,0,265,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
40,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,5,0,60,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
31,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,5,0,179,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
45,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,5,0,162,6,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
46,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,227,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
33,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,41,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
36,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,5,0,1093,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,1
40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,5,0,270,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
43,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,5,0,1395,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,1
35,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,1,0,0,5,0,178,4,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
32,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,5,0,223,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
56,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,5,0,35,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
28,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,5,0,210,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
43,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,5,0,193,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
38,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,822,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
41,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,5,0,163,4,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
53,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,339,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,5,0,140,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,1238,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
52,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,116,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
59,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,64,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
33,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,5,0,77,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,5,0,73,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
56,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,5,0,42,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
52,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,5,0,24,5,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,5,0,147,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
33,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,5,0,145,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
57,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,5,0,80,4,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
36,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,5,0,141,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,5,0,263,8,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
38,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,5,0,123,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
31,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,5,0,208,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
25,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1,1,0,5,0,100,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
42,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,1,0,0,5,0,91,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,5,0,1298,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
41,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,5,0,644,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
44,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,1,0,0,5,0,289,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
43,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,5,0,1089,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,1
51,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,124,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,5,0,157,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
33,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,5,0,226,4,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
34,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,5,0,136,8,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
53,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,5,0,541,19,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
52,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,50,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,5,0,73,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
38,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,5,0,250,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
26,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,0,0,5,0,181,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,5,0,32,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
41,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,5,0,235,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,5,0,121,5,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
57,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,0,5,0,215,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,5,0,320,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
41,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,5,0,382,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,286,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
26,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,5,0,1021,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
31,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,5,0,1248,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,1
32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,5,0,179,25,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,5,0,203,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
28,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,5,0,273,5,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
27,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,5,0,209,12,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,5,0,39,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
52,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,162,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
46,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,5,0,418,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
37,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,5,0,348,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
36,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,1,0,5,0,135,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
28,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1,0,0,5,0,131,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
52,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,5,0,401,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,5,0,332,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
29,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,5,0,78,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,5,0,394,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,5,0,287,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
24,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,1,0,0,5,0,266,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
43,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,5,0,153,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
24,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0,0,5,0,298,6,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
38,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,5,0,101,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
56,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,5,0,13,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,0,66,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,5,0,62,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,5,0,50,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
53,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,0,57,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
53,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,193,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
37,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,5,0,599,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
52,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,5,0,92,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,5,0,52,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
48,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,92,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,5,0,294,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,5,0,99,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,5,0,27,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
26,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,5,0,41,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
34,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,1,0,5,0,191,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,5,0,523,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
39,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,5,0,358,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,5,0,254,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
50,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,0,46,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,5,0,112,4,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
43,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,5,0,51,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,5,0,359,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
42,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,5,0,88,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
30,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,1,0,0,5,0,342,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,5,0,78,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
34,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0,0,5,0,76,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
39,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,5,0,721,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,1
60,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1,0,0,5,0,420,4,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
35,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,5,0,41,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
34,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,5,0,442,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,5,0,41,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
52,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,535,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
60,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5,0,155,4,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
25,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,5,0,178,7,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,5,0,36,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
40,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1,1,0,5,0,20,21,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,5,0,15,15,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
58,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,5,0,170,6,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
37,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,5,0,87,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
42,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,0,298,4,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
32,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,5,0,244,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
31,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,5,0,750,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,1
30,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,1,0,5,0,169,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
34,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,5,0,14,14,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,5,0,81,4,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
50,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,5,0,162,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,5,0,53,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
35,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,5,0,131,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,5,0,18,30,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,5,0,607,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
52,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,5,0,111,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
59,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,5,0,216,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,5,0,102,35,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,431,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
31,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,5,0,19,21,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
37,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,5,0,394,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,5,0,301,6,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
54,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,5,0,71,4,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
24,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1,0,0,5,0,341,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
53,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,5,0,54,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
28,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,5,0,406,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
32,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,0,0,5,0,226,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
57,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,5,0,168,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
34,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,5,0,703,1,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
48,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,5,0,119,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
39,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,1,0,5,0,126,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
33,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,5,0,314,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
37,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,5,0,182,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,5,0,353,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
42,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,5,0,362,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,0,75,7,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,5,0,142,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
47,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,5,0,146,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
57,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,5,0,103,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
44,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,17,25,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
47,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,2769,4,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,1
49,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1,0,0,5,0,26,18,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,5,0,141,6,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
41,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,5,0,14,20,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,5,0,1009,5,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
36,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,5,0,323,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,1,0,0,5,0,80,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,5,0,154,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
38,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,5,0,97,6,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
51,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,5,0,368,12,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
55,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,0,5,0,303,5,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
54,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,5,0,77,5,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
32,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,1,0,0,5,0,295,2,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,5,0,335,3,50,0,1,0,0,1.4,94.465,-41.8,4.96,5228.1,0
52,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,69,4,50,0,1,0,0,1.4,94.465,-41.8,4.961,5228.1,0
